Drawing,Factor,Exclude,LoginID,Image_Name,rater1,rater2,rater3,rater4,rater5,rater6
393,0.895,0,141#@CRAM,w37.s98.u2180q56,3,4,1,3,3,5
394,1.659,0,143@CRAM,w37.s98.u2182q3,5,5,3,4,3,4
395,0.697,0,143@CRAM,w37.s98.u2182q4,4,4,3,1,3,3
396,1.578,0,143@CRAM,w37.s98.u2182q13,4,4,4,3,5,3
397,1.056,0,143@CRAM,w37.s98.u2182q15,4,4,4,3,3,3
398,0.283,0,143@CRAM,w37.s98.u2182q17,3,3,1,2,4,2
399,0.917,0,143@CRAM,w37.s98.u2182q19,4,4,2,3,4,2
400,0.882,0,143@CRAM,w37.s98.u2182q56,4,3,3,4,3,3
401,NA,1,999@CRAM,w37.s98.u2183q3,4,3,2,3,3,3
402,NA,1,999@CRAM,w37.s98.u2183q4,2,3,1,2,1,2
403,NA,1,999@CRAM,w37.s98.u2183q13,NA,1,n/a,NA,NA,NA
404,NA,1,999@CRAM,w37.s98.u2183q15,NA,1,n/a,NA,NA,NA
405,NA,1,999@CRAM,w37.s98.u2183q17,NA,1,n/a,NA,NA,NA
406,NA,1,999@CRAM,w37.s98.u2183q19,NA,1,n/a,NA,NA,NA
407,NA,1,999@CRAM,w37.s98.u2183q56,1,2,1,2,1,2
408,-1.085,0,144#@CRAM,w37.s98.u2185q3,2,2,1,2,1,1
409,-0.9,0,144#@CRAM,w37.s98.u2185q4,2,2,1,2,1,2
410,-0.5,0,144#@CRAM,w37.s98.u2185q13,3,3,1,2,1,2
411,1.628,0,144#@CRAM,w37.s98.u2185q15,4,4,4,4,4,4
412,-1.032,0,144#@CRAM,w37.s98.u2185q17,1,2,1,2,2,1
413,0.69,0,144#@CRAM,w37.s98.u2185q19,5,3,1,4,3,2
414,-1.3,0,144#@CRAM,w37.s98.u2185q56,1,1,1,2,1,2
415,0.306,0,145#@CRAM,w37.s98.u2186q3,3,3,2,4,2,3
416,-1.092,0,145#@CRAM,w37.s98.u2186q4,2,1,1,2,1,2
417,-0.005,0,145#@CRAM,w37.s98.u2186q13,3,3,2,3,2,2
418,-1.485,0,145#@CRAM,w37.s98.u2186q15,1,1,1,2,1,1
419,-0.774,0,145#@CRAM,w37.s98.u2186q17,2,2,1,3,1,2
420,-0.046,0,145#@CRAM,w37.s98.u2186q19,2,3,3,2,2,3
421,-0.239,0,145#@CRAM,w37.s98.u2186q56,3,3,1,2,2,2
422,1.836,0,146@cram,w37.s98.u2187q3,5,4,4,4,4,4
423,2.339,0,146@cram,w37.s98.u2187q4,5,5,4,5,4,5
424,-0.339,0,146@cram,w37.s98.u2187q13,2,3,2,2,2,2
425,1.312,0,146@cram,w37.s98.u2187q15,3,4,3,4,4,4
426,-0.774,0,146@cram,w37.s98.u2187q17,2,2,1,3,1,2
427,0.774,0,146@cram,w37.s98.u2187q19,4,3,2,4,3,3
428,0.13,0,146@cram,w37.s98.u2187q56,3,3,2,2,3,2
429,-1.1,0,147#@CRAM,w37.s98.u2188q3,1,3,1,2,1,1
430,1.033,0,147#@CRAM,w37.s98.u2188q4,3,4,4,3,3,4
431,1.575,0,147#@CRAM,w37.s98.u2188q13,5,4,4,4,3,4
432,1.04,0,147#@CRAM,w37.s98.u2188q15,3,5,4,3,3,3
433,0.354,0,147#@CRAM,w37.s98.u2188q17,3,4,3,2,2,3
434,0.764,0,147#@CRAM,w37.s98.u2188q19,4,4,3,3,3,2
435,0.184,0,147#@CRAM,w37.s98.u2188q56,4,3,3,2,2,2
436,1.628,0,148@CRAM,w37.s98.u2189q3,4,4,4,4,4,4
437,1.264,0,148@CRAM,w37.s98.u2189q4,5,4,4,3,3,3
438,-1.292,0,148@CRAM,w37.s98.u2189q13,1,2,1,2,1,1
439,0.395,0,148@CRAM,w37.s98.u2189q15,3,3,4,3,2,3
440,-0.631,0,148@CRAM,w37.s98.u2189q17,2,3,1,2,2,1
441,0.372,0,148@CRAM,w37.s98.u2189q19,3,4,2,3,2,3
442,0.921,0,148@CRAM,w37.s98.u2189q56,4,4,4,4,2,3
443,-0.993,0,149@CRAM,w37.s98.u2191q3,1,3,2,2,1,1
444,0.756,0,149@CRAM,w37.s98.u2191q4,4,3,3,3,3,3
445,-0.659,0,149@CRAM,w37.s98.u2191q13,2,3,2,3,1,1
446,0.477,0,149@CRAM,w37.s98.u2191q15,4,3,4,2,2,3
447,-1.166,0,149@CRAM,w37.s98.u2191q17,1,2,1,3,1,1
448,-0.765,0,149@CRAM,w37.s98.u2191q19,2,2,1,1,2,2
449,-0.95,0,149@CRAM,w37.s98.u2191q56,2,2,1,1,2,1
450,-0.321,0,150@CRAM,w37.s98.u2192q3,2,3,1,3,2,2
451,0.369,0,150@CRAM,w37.s98.u2192q4,4,3,3,2,2,3
452,0.774,0,150@CRAM,w37.s98.u2192q13,4,3,2,4,3,3
453,-1.292,0,150@CRAM,w37.s98.u2192q15,1,2,1,2,1,1
454,-0.082,0,150@CRAM,w37.s98.u2192q17,3,3,3,3,2,1
455,1.074,0,150@CRAM,w37.s98.u2192q19,4,4,3,4,3,3
456,0.072,0,150@CRAM,w37.s98.u2192q56,3,3,1,3,2,3
457,-0.684,0,151@CRAM,w37.s98.u2193q3,3,3,1,2,1,1
458,-0.974,0,151@CRAM,w37.s98.u2193q4,1,3,1,3,1,1
459,-0.892,0,151@CRAM,w37.s98.u2193q13,2,3,1,2,1,1
460,-1.292,0,151@CRAM,w37.s98.u2193q15,1,2,1,2,1,1
461,-0.581,0,151@CRAM,w37.s98.u2193q17,2,3,1,3,1,2
462,0.649,0,151@CRAM,w37.s98.u2193q19,4,3,2,3,3,3
463,-1.003,0,151@CRAM,w37.s98.u2193q56,3,2,1,1,1,1
464,-1.485,0,152@CRAM,w37.s98.u2194q3,1,1,1,2,1,1
465,-0.431,0,152@CRAM,w37.s98.u2194q4,3,2,1,2,2,2
466,-0.321,0,152@CRAM,w37.s98.u2194q13,2,3,1,3,2,2
467,-1.107,0,152@CRAM,w37.s98.u2194q15,1,2,1,2,1,2
468,-0.631,0,152@CRAM,w37.s98.u2194q17,2,3,1,2,2,1
469,-0.95,0,152@CRAM,w37.s98.u2194q19,2,2,1,1,2,1
470,0.315,0,152@CRAM,w37.s98.u2194q56,3,3,2,2,3,3
471,-0.407,0,153@CRAM,w37.s98.u2195q3,2,4,2,2,1,2
472,-0.081,0,153@CRAM,w37.s98.u2195q4,3,3,2,3,1,3
473,0.239,0,153@CRAM,w37.s98.u2195q13,3,3,2,2,2,4
474,0.257,0,153@CRAM,w37.s98.u2195q15,3,3,1,3,2,4
475,-0.374,0,153@CRAM,w37.s98.u2195q17,3,3,1,3,1,2
476,0.756,0,153@CRAM,w37.s98.u2195q19,4,3,3,3,3,3
477,0.856,0,153@CRAM,w37.s98.u2195q56,5,3,2,3,3,3
478,-0.707,0,154@cram,w37.s98.u2196q3,2,3,1,2,1,2
479,0.207,0,154@cram,w37.s98.u2196q4,3,3,1,2,3,3
480,0.818,0,154@cram,w37.s98.u2196q13,3,4,2,3,3,4
481,1.133,0,154@cram,w37.s98.u2196q15,4,4,3,3,3,4
482,-0.107,0,154@cram,w37.s98.u2196q17,4,3,1,2,1,3
483,0.28,0,154@cram,w37.s98.u2196q19,4,3,1,3,2,3
484,0.521,0,154@cram,w37.s98.u2196q56,4,4,2,4,2,2
485,0.316,0,155@cram,w37.s98.u2197q3,5,3,3,2,1,3
486,-0.5,0,155@cram,w37.s98.u2197q4,3,3,1,2,1,2
487,0.733,0,155@cram,w37.s98.u2197q13,4,4,1,3,3,3
488,-1.107,0,155@cram,w37.s98.u2197q15,1,2,1,2,1,2
489,-0.399,0,155@cram,w37.s98.u2197q17,3,2,2,2,1,3
490,1.467,0,155@cram,w37.s98.u2197q19,5,4,3,4,3,4
491,-0.633,0,155@cram,w37.s98.u2197q56,3,2,1,1,1,3
492,-1.085,0,156@CRAM,w37.s98.u2198q3,2,2,1,2,1,1
493,0.256,0,156@CRAM,w37.s98.u2198q4,3,3,2,3,3,2
494,1.337,0,156@CRAM,w37.s98.u2198q13,4,4,2,4,3,5
495,-0.481,0,156@CRAM,w37.s98.u2198q15,2,2,2,3,1,3
496,0.203,0,156@CRAM,w37.s98.u2198q17,4,3,2,3,2,2
497,0.203,0,156@CRAM,w37.s98.u2198q19,4,3,2,3,2,2
498,-0.524,0,156@CRAM,w37.s98.u2198q56,2,3,2,2,2,1
499,0.638,0,157@CRAM,w37.s98.u2200q3,4,4,3,2,3,2
500,-0.808,0,157@CRAM,w37.s98.u2200q4,3,1,1,2,2,1
501,0.422,0,157@CRAM,w37.s98.u2200q13,3,3,3,2,3,3
502,-0.941,0,157@CRAM,w37.s98.u2200q15,1,2,2,1,1,3
503,-0.639,0,157@CRAM,w37.s98.u2200q17,2,2,1,2,2,2
504,-0.95,0,157@CRAM,w37.s98.u2200q19,2,2,1,1,2,1
505,0.045,0,157@CRAM,w37.s98.u2200q56,4,3,1,2,3,1
506,-0.959,0,158@CRAM,w37.s98.u2201q3,2,2,1,3,1,1
507,0.841,0,158@CRAM,w37.s98.u2201q4,4,4,2,3,3,3
508,-0.5,0,158@CRAM,w37.s98.u2201q13,3,3,1,2,1,2
509,-1.485,0,158@CRAM,w37.s98.u2201q15,1,1,1,2,1,1
510,-0.424,0,158@CRAM,w37.s98.u2201q17,3,3,1,2,2,1
511,-0.95,0,158@CRAM,w37.s98.u2201q19,2,2,1,1,2,1
512,1.149,0,158@CRAM,w37.s98.u2201q56,5,3,3,3,3,4
513,0.507,0,159@CRAM,w37.s98.u2202q3,3,4,2,2,3,3
514,-0.766,0,159@CRAM,w37.s98.u2202q4,2,3,1,3,1,1
515,-1.292,0,159@CRAM,w37.s98.u2202q13,1,2,1,2,1,1
516,-1.292,0,159@CRAM,w37.s98.u2202q15,1,2,1,2,1,1
517,-0.321,0,159@CRAM,w37.s98.u2202q17,2,3,1,3,2,2
518,NA,1,159@CRAM,w37.s98.u2202q19,NA,1,1,NA,NA,NA
519,-0.113,0,159@CRAM,w37.s98.u2202q56,3,3,1,3,2,2
520,1.39,0,160@cram,w37.s98.u2203q3,5,4,4,4,3,3
521,-0.054,0,160@cram,w37.s98.u2203q4,3,3,1,2,2,3
522,0.454,0,160@cram,w37.s98.u2203q13,4,4,2,2,2,3
523,-1.107,0,160@cram,w37.s98.u2203q15,1,2,1,2,1,2
524,-0.216,0,160@cram,w37.s98.u2203q17,4,3,1,2,2,1
525,0.649,0,160@cram,w37.s98.u2203q19,4,3,2,3,3,3
526,-0.113,0,160@cram,w37.s98.u2203q56,3,3,1,3,2,2
527,-0.447,0,161@CRAM,w37.s98.u2204q3,2,3,1,2,2,2
528,-0.447,0,161@CRAM,w37.s98.u2204q4,2,3,1,2,2,2
529,-0.616,0,161@CRAM,w37.s98.u2204q13,3,2,1,2,2,1
530,-0.374,0,161@CRAM,w37.s98.u2204q15,3,3,1,3,1,2
531,-1.292,0,161@CRAM,w37.s98.u2204q17,1,2,1,2,1,1
532,-0.015,0,161@CRAM,w37.s98.u2204q19,5,2,1,2,2,2
533,-0.95,0,161@CRAM,w37.s98.u2204q56,2,2,1,1,2,1
534,1.602,0,162@CRAM,w37.s98.u2205q3,5,4,3,3,4,4
535,1.007,0,162@CRAM,w37.s98.u2205q4,4,4,3,2,3,4
536,0.633,0,162@CRAM,w37.s98.u2205q13,3,4,2,3,3,3
537,0.388,0,162@CRAM,w37.s98.u2205q15,4,3,2,3,2,3
538,-0.131,0,162@CRAM,w37.s98.u2205q17,3,3,2,2,2,2
539,1.102,0,162@CRAM,w37.s98.u2205q19,4,4,2,3,4,3
540,0.18,0,162@CRAM,w37.s98.u2205q56,3,3,2,3,2,3
541,-1.292,0,163@cram,w37.s98.u2206q3,1,2,1,2,1,1
542,-0.415,0,163@cram,w37.s98.u2206q4,2,3,2,2,1,3
543,-0.892,0,163@cram,w37.s98.u2206q13,2,3,1,2,1,1
544,-1.292,0,163@cram,w37.s98.u2206q15,1,2,1,2,1,1
545,-0.959,0,163@cram,w37.s98.u2206q17,2,2,1,3,1,1
546,-0.431,0,163@cram,w37.s98.u2206q19,3,2,1,2,2,2
547,-1.292,0,163@cram,w37.s98.u2206q56,1,2,1,2,1,1
548,-0.892,0,164@CRAM,w37.s98.u2207q3,2,3,1,2,1,1
549,NA,1,164@CRAM,w37.s98.u2207q4,NA,2,n/a,NA,NA,NA
550,0.941,0,164@CRAM,w37.s98.u2207q13,4,3,3,3,3,4
551,1.394,0,164@CRAM,w37.s98.u2207q15,4,4,3,3,4,4
552,0.072,0,164@CRAM,w37.s98.u2207q17,3,3,1,3,2,3
553,0.415,0,164@CRAM,w37.s98.u2207q19,4,3,1,2,3,3
554,1.435,0,164@CRAM,w37.s98.u2207q56,5,4,2,4,4,3
555,-0.005,0,165@CRAM,w37.s98.u2208q3,3,3,2,3,2,2
556,-0.684,0,165@CRAM,w37.s98.u2208q4,3,3,1,2,1,1
557,0.706,0,165@CRAM,w37.s98.u2208q13,4,4,2,4,2,3
558,0.8,0,165@CRAM,w37.s98.u2208q15,3,4,3,2,3,4
559,-0.447,0,165@CRAM,w37.s98.u2208q17,2,3,1,2,2,2
560,0.68,0,165@CRAM,w37.s98.u2208q19,5,4,1,3,2,3
561,0.596,0,165@CRAM,w37.s98.u2208q56,5,3,2,3,2,3
562,-1.1,0,166@cram,w37.s98.u2209q3,1,3,1,2,1,1
563,1.36,0,166@cram,w37.s98.u2209q4,5,4,2,4,3,4
564,1.368,0,166@cram,w37.s98.u2209q13,5,4,2,2,4,4
565,-1.292,0,166@cram,w37.s98.u2209q15,1,2,1,2,1,1
566,-0.892,0,166@cram,w37.s98.u2209q17,2,3,1,2,1,1
567,0.464,0,166@cram,w37.s98.u2209q19,4,3,2,3,3,2
568,-0.239,0,166@cram,w37.s98.u2209q56,3,3,1,2,2,2
569,1.952,0,167@cram,w37.s98.u2210q3,5,5,4,4,3,5
570,0.795,0,167@cram,w37.s98.u2210q4,4,4,4,3,2,3
571,-1.1,0,167@cram,w37.s98.u2210q13,1,3,1,2,1,1
572,0.514,0,167@cram,w37.s98.u2210q15,4,3,2,4,2,3
573,-0.305,0,167@cram,w37.s98.u2210q17,3,2,1,3,2,2
574,0.649,0,167@cram,w37.s98.u2210q19,4,3,2,3,3,3
575,1.234,0,167@cram,w37.s98.u2210q56,5,4,2,3,3,4
576,1.517,0,168@CRAM,w37.s98.u2211q3,5,3,4,3,4,4
577,0.333,0,168@CRAM,w37.s98.u2211q4,3,3,1,3,3,3
578,0.072,0,168@CRAM,w37.s98.u2211q13,3,3,1,3,2,3
579,0.774,0,168@CRAM,w37.s98.u2211q15,4,3,2,4,3,3
580,-0.447,0,168@CRAM,w37.s98.u2211q17,2,3,1,2,2,2
581,-1.485,0,168@CRAM,w37.s98.u2211q19,1,1,1,2,1,1
582,1.526,0,168@CRAM,w37.s98.u2211q56,5,4,3,3,3,5
583,1.202,0,169@CRAM,w37.s98.u2212q3,4,3,3,3,4,4
584,0.841,0,169@CRAM,w37.s98.u2212q4,4,4,2,3,3,3
585,0.968,0,169@CRAM,w37.s98.u2212q13,4,3,2,2,4,4
586,0.405,0,169@CRAM,w37.s98.u2212q15,4,3,2,4,3,1
587,-0.046,0,169@CRAM,w37.s98.u2212q17,3,4,1,2,2,2
588,1.575,0,169@CRAM,w37.s98.u2212q19,5,4,4,4,3,4
589,-1.292,0,169@CRAM,w37.s98.u2212q56,1,2,1,2,1,1
590,-0.774,0,170@CRAM,w37.s98.u2213q3,2,2,1,3,1,2
591,1.813,0,170@CRAM,w37.s98.u2213q4,4,4,4,4,4,5
592,0.422,0,170@CRAM,w37.s98.u2213q13,3,3,3,2,3,3
593,0.18,0,170@CRAM,w37.s98.u2213q15,3,3,2,3,2,3
594,-0.892,0,170@CRAM,w37.s98.u2213q17,2,3,1,2,1,1
595,-0.054,0,170@CRAM,w37.s98.u2213q19,3,3,1,2,2,3
596,1.341,0,170@CRAM,w37.s98.u2213q56,5,4,3,3,3,4
597,-0.892,0,172@CRAM,w37.s98.u2214q3,2,3,1,2,1,1
598,-0.023,0,172@CRAM,w37.s98.u2214q4,3,3,3,2,2,2
599,-0.447,0,172@CRAM,w37.s98.u2214q13,2,3,1,2,2,2
600,0.022,0,172@CRAM,w37.s98.u2214q15,3,3,1,2,3,2
601,-1.085,0,172@CRAM,w37.s98.u2214q17,2,2,1,2,1,1
602,1.517,0,172@CRAM,w37.s98.u2214q19,5,3,4,3,4,4
603,1.328,0,172@CRAM,w37.s98.u2214q56,4,3,3,4,4,4
604,-0.392,0,171@CRAM,w37.s98.u2215q3,3,3,2,2,1,2
605,-0.481,0,171@CRAM,w37.s98.u2215q4,3,2,1,1,3,1
606,-0.915,0,171@CRAM,w37.s98.u2215q13,1,3,1,2,1,2
607,-0.254,0,171@CRAM,w37.s98.u2215q15,2,4,1,2,2,2
608,-0.639,0,171@CRAM,w37.s98.u2215q17,2,2,1,2,2,2
609,-0.915,0,171@CRAM,w37.s98.u2215q19,1,3,1,2,1,2
610,-1.142,0,171@CRAM,w37.s98.u2215q56,2,1,1,1,2,1
611,0.262,0,172@cram,w37.s98.u2216q3,4,3,2,2,2,3
612,-0.038,0,172@cram,w37.s98.u2216q4,2,4,2,2,1,4
613,-0.037,0,172@cram,w37.s98.u2216q13,3,3,1,3,3,1
614,1.02,0,172@cram,w37.s98.u2216q15,3,4,2,4,4,3
615,NA,1,172@cram,w37.s98.u2216q17,NA,3,n/a,NA,NA,NA
616,1.067,0,172@cram,w37.s98.u2216q19,4,3,3,4,3,4
617,0.874,0,172@cram,w37.s98.u2216q56,5,4,1,1,3,4
618,-0.584,0,174@CRAM,w37.s98.u2217q3,3,2,2,2,1,2
619,-0.766,0,174@CRAM,w37.s98.u2217q4,2,3,1,3,1,1
620,1.049,0,174@CRAM,w37.s98.u2217q13,5,4,2,3,3,3
621,0.948,0,174@CRAM,w37.s98.u2217q15,4,4,3,3,3,3
622,-0.707,0,174@CRAM,w37.s98.u2217q17,2,3,1,2,1,2
623,-0.054,0,174@CRAM,w37.s98.u2217q19,3,3,1,2,2,3
624,-0.5,0,174@CRAM,w37.s98.u2217q56,3,3,1,2,1,2
625,-0.81,0,175#@CRAM,w37.s98.u2218q3,3,3,1,1,1,1
626,-1.026,0,175#@CRAM,w37.s98.u2218q4,2,2,1,1,1,2
627,-1.21,0,175#@CRAM,w37.s98.u2218q13,2,2,1,1,1,1
628,-1.611,0,175#@CRAM,w37.s98.u2218q15,1,1,1,1,1,1
629,-1.218,0,175#@CRAM,w37.s98.u2218q17,2,1,1,1,1,2
630,-1.403,0,175#@CRAM,w37.s98.u2218q19,2,1,1,1,1,1
631,-1.195,0,175#@CRAM,w37.s98.u2218q56,3,1,1,1,1,1
632,-1.292,0,155a@cram,w37.s98.u2219q3,1,2,1,2,1,1
633,0.054,0,155a@cram,w37.s98.u2219q4,3,3,2,2,2,3
634,-0.054,0,155a@cram,w37.s98.u2219q13,3,3,1,2,2,3
635,-1.107,0,155a@cram,w37.s98.u2219q15,1,2,1,2,1,2
636,-0.099,0,155a@cram,w37.s98.u2219q17,3,3,3,2,1,3
637,0.154,0,155a@cram,w37.s98.u2219q19,4,3,1,2,2,3
638,1.728,0,155a@cram,w37.s98.u2219q56,5,4,3,4,4,4
639,0.967,0,176@CRAM,w37.s98.u2220q3,4,4,2,4,3,3
640,0.833,0,176@CRAM,w37.s98.u2220q4,4,3,2,3,3,4
641,0.372,0,176@CRAM,w37.s98.u2220q13,3,4,2,3,2,3
642,-1.107,0,176@CRAM,w37.s98.u2220q15,1,2,1,2,1,2
643,0.154,0,176@CRAM,w37.s98.u2220q17,4,3,1,2,2,3
644,1.579,0,176@CRAM,w37.s98.u2220q19,4,4,3,3,4,5
645,-0.447,0,176@CRAM,w37.s98.u2220q56,2,3,1,2,2,2
646,-0.934,0,178@CRAM,w37.s98.u2222q3,3,1,1,1,2,1
647,-1.403,0,178@CRAM,w37.s98.u2222q4,2,1,1,1,1,1
648,-1.403,0,178@CRAM,w37.s98.u2222q13,2,1,1,1,1,1
649,-1.292,0,178@CRAM,w37.s98.u2222q15,1,2,1,2,1,1
650,-1.403,0,178@CRAM,w37.s98.u2222q17,2,1,1,1,1,1
651,-1.611,0,178@CRAM,w37.s98.u2222q19,1,1,1,1,1,1
652,-1.107,0,178@CRAM,w37.s98.u2222q56,1,2,1,2,1,2
653,-0.522,0,177@cram,w37.s98.u2223q3,2,3,1,2,1,3
654,-0.381,0,177@cram,w37.s98.u2223q4,3,2,1,3,1,3
655,-0.9,0,177@cram,w37.s98.u2223q13,2,2,1,2,1,2
656,-1.359,0,177@cram,w37.s98.u2223q15,1,1,1,3,1,1
657,-0.9,0,177@cram,w37.s98.u2223q17,2,2,1,2,1,2
658,-0.113,0,177@cram,w37.s98.u2223q19,3,3,1,3,2,2
659,0.333,0,177@cram,w37.s98.u2223q56,3,3,1,3,3,3
660,1.536,0,179@cram,w37.s98.u2224q3,5,3,3,4,4,4
661,0.78,0,179@cram,w37.s98.u2224q4,5,3,2,3,2,4
662,2.366,0,179@cram,w37.s98.u2224q13,5,5,3,4,5,5
663,-1.107,0,179@cram,w37.s98.u2224q15,1,2,1,2,1,2
664,0.495,0,179@cram,w37.s98.u2224q17,4,3,3,3,2,3
665,-0.639,0,179@cram,w37.s98.u2224q19,2,2,1,2,2,2
666,1.367,0,179@cram,w37.s98.u2224q56,4,4,4,4,3,4
667,0.674,0,180@CRAM,w37.s98.u2225q3,3,3,3,4,3,3
668,-0.707,0,180@CRAM,w37.s98.u2225q4,2,3,1,2,1,2
669,0.018,0,180@CRAM,w37.s98.u2225q13,4,3,2,3,2,1
670,-0.707,0,180@CRAM,w37.s98.u2225q15,2,3,1,2,1,2
671,-0.6,0,180@CRAM,w37.s98.u2225q17,2,3,2,2,1,2
672,0.154,0,180@CRAM,w37.s98.u2225q19,4,3,1,2,2,3
673,0.154,0,180@CRAM,w37.s98.u2225q56,4,3,1,2,2,3
674,-1.292,0,181@CRAM,w37.s98.u2226q3,1,2,1,2,1,1
675,-0.639,0,181@CRAM,w37.s98.u2226q4,2,2,1,2,2,2
676,-0.037,0,181@CRAM,w37.s98.u2226q13,3,3,1,3,3,1
677,-0.458,0,181@CRAM,w37.s98.u2226q15,3,2,2,3,1,2
678,0.013,0,181@CRAM,w37.s98.u2226q17,3,3,1,4,2,2
679,0.459,0,181@CRAM,w37.s98.u2226q19,3,3,1,4,3,3
680,-0.06,0,181@CRAM,w37.s98.u2226q56,2,3,1,3,3,2
681,-1.292,0,182@cram,w37.s98.u2228q3,1,2,1,2,1,1
682,-1.195,0,182@cram,w37.s98.u2228q4,3,1,1,1,1,1
683,-1.292,0,182@cram,w37.s98.u2228q13,1,2,1,2,1,1
684,-0.431,0,182@cram,w37.s98.u2228q15,3,2,1,2,2,2
685,-0.707,0,182@cram,w37.s98.u2228q17,2,3,1,2,1,2
686,-1.085,0,182@cram,w37.s98.u2228q19,2,2,1,2,1,1
687,-0.818,0,182@cram,w37.s98.u2228q56,3,2,1,1,1,2
688,0.838,0,183@CRAM,w37.s98.u2229q3,5,3,3,2,3,3
689,-0.507,0,183@CRAM,w37.s98.u2229q4,3,2,1,2,1,3
690,0.726,0,183@CRAM,w37.s98.u2229q13,4,3,1,3,3,4
691,-1.485,0,183@CRAM,w37.s98.u2229q15,1,1,1,2,1,1
692,1.595,0,183@CRAM,w37.s98.u2229q17,5,3,3,3,4,5
693,1.328,0,183@CRAM,w37.s98.u2229q19,4,3,3,4,4,4
694,-1.107,0,183@CRAM,w37.s98.u2229q56,1,2,1,2,1,2
695,1.36,0,184@CRAM,w37.s98.u2230q3,5,3,3,2,5,3
696,-0.707,0,184@CRAM,w37.s98.u2230q4,2,3,1,2,1,2
697,0.072,0,184@CRAM,w37.s98.u2230q13,3,3,1,3,2,3
698,-1.107,0,184@CRAM,w37.s98.u2230q15,1,2,1,2,1,2
699,-0.081,0,184@CRAM,w37.s98.u2230q17,3,3,2,3,1,3
700,-0.5,0,184@CRAM,w37.s98.u2230q19,3,3,1,2,1,2
701,-0.5,0,184@CRAM,w37.s98.u2230q56,3,3,1,2,1,2
702,-0.774,0,185@CRAM,w37.s98.u2231q3,2,2,1,3,1,2
703,-0.054,0,185@CRAM,w37.s98.u2231q4,3,3,1,2,2,3
704,0.833,0,185@CRAM,w37.s98.u2231q13,4,3,2,3,3,4
705,-1.107,0,185@CRAM,w37.s98.u2231q15,1,2,1,2,1,2
706,-0.9,0,185@CRAM,w37.s98.u2231q17,2,2,1,2,1,2
707,-1.403,0,185@CRAM,w37.s98.u2231q19,2,1,1,1,1,1
708,0.523,0,185@CRAM,w37.s98.u2231q56,4,3,2,2,3,3
709,-1.418,0,186@CRAM,w37.s98.u2232q3,1,2,1,1,1,1
710,0.879,0,186@CRAM,w37.s98.u2232q4,5,2,4,3,3,3
711,-0.818,0,186@CRAM,w37.s98.u2232q13,3,2,1,1,1,2
712,-0.692,0,186@CRAM,w37.s98.u2232q15,3,2,1,2,1,2
713,-1.085,0,186@CRAM,w37.s98.u2232q17,2,2,1,2,1,1
714,-0.892,0,186@CRAM,w37.s98.u2232q19,2,3,1,2,1,1
715,NA,1,186@CRAM,w37.s98.u2232q56,NA,2,n/a,NA,NA,NA
716,-0.774,0,187@CRAM,w37.s98.u2233q3,2,2,1,3,1,2
717,1.067,0,187@CRAM,w37.s98.u2233q4,4,3,3,4,3,4
718,-0.474,0,187@CRAM,w37.s98.u2233q13,2,3,2,3,1,2
719,1.728,0,187@CRAM,w37.s98.u2233q15,5,4,3,4,4,4
720,-0.707,0,187@CRAM,w37.s98.u2233q17,2,3,1,2,1,2
721,1.728,0,187@CRAM,w37.s98.u2233q19,5,4,3,4,4,4
722,0.514,0,187@CRAM,w37.s98.u2233q56,4,3,2,4,2,3
723,0.406,0,188@CRAM,w37.s98.u2234q3,4,3,1,4,2,3
724,0.941,0,188@CRAM,w37.s98.u2234q4,4,3,3,3,3,4
725,-0.5,0,188@CRAM,w37.s98.u2234q13,3,3,1,2,1,2
726,0.741,0,188@CRAM,w37.s98.u2234q15,3,4,3,3,3,3
727,-0.707,0,188@CRAM,w37.s98.u2234q17,2,3,1,2,1,2
728,0.154,0,188@CRAM,w37.s98.u2234q19,4,3,1,2,2,3
729,1.234,0,188@CRAM,w37.s98.u2234q56,5,4,2,3,3,4
730,0.18,0,189@cram,w37.s98.u2238q3,3,3,2,3,2,3
731,0.306,0,189@cram,w37.s98.u2238q4,3,3,2,4,2,3
732,0.967,0,189@cram,w37.s98.u2238q13,4,4,2,4,3,3
733,1.754,0,189@cram,w37.s98.u2238q15,4,4,4,5,4,4
734,-0.424,0,189@cram,w37.s98.u2238q17,3,3,1,2,2,1
735,-0.447,0,189@cram,w37.s98.u2238q19,2,3,1,2,2,2
736,0.397,0,189@cram,w37.s98.u2238q56,4,3,2,1,3,3
737,-0.447,0,190@cram,w37.s98.u2239q3,2,3,1,2,2,2
738,0.541,0,190@cram,w37.s98.u2239q4,4,3,1,3,3,3
739,1.705,0,190@cram,w37.s98.u2239q13,4,4,3,4,4,5
740,-1.3,0,190@cram,w37.s98.u2239q15,1,1,1,2,1,2
741,-0.707,0,190@cram,w37.s98.u2239q17,2,3,1,2,1,2
742,-0.95,0,190@cram,w37.s98.u2239q19,2,2,1,1,2,1
743,-0.143,0,190@cram,w37.s98.u2239q56,5,3,1,3,1,1
744,0.833,0,191@CRAM,w37.s98.u2240q3,4,3,2,3,3,4
745,-0.566,0,191@CRAM,w37.s98.u2240q4,3,2,1,3,1,2
746,-0.9,0,191@CRAM,w37.s98.u2240q13,2,2,1,2,1,2
747,1.476,0,191@CRAM,w37.s98.u2240q15,5,4,3,2,4,4
748,-0.581,0,191@CRAM,w37.s98.u2240q17,2,3,1,3,1,2
